date,value
2022-01-01,10.074507122951685
2022-01-02,10.14622743902706
2022-01-03,10.313337893458272
2022-01-04,10.347023409719421
2022-01-05,9.920477950208555
2022-01-06,9.822846926151925
2022-01-07,10.144031315354093
2022-01-08,10.189178291964112
2022-01-09,10.170537840631665
2022-01-10,10.371471612755606
2022-01-11,10.122852623706743
2022-01-12,9.95941349794685
2022-01-13,9.967791815283286
2022-01-14,9.693527745585966
2022-01-15,9.888518612720084
2022-01-16,10.229614373669143
2022-01-17,10.210949283621769
2022-01-18,10.312059168067563
2022-01-19,9.965379257402889
2022-01-20,9.791697689455978
2022-01-21,10.272131553412718
2022-01-22,10.184855890564062
2022-01-23,10.395237368920487
2022-01-24,10.219980034231508
2022-01-25,10.253733831868484
2022-01-26,10.188324581297334
2022-01-27,9.900615082017278
2022-01-28,10.177960875962189
2022-01-29,10.197533157795926
2022-01-30,10.409829144151963
2022-01-31,10.411463661440575
2022-02-01,10.680796694468608
2022-02-02,10.236745820140364
2022-02-03,9.981196466590557
2022-02-04,10.311066111694833
2022-02-05,10.170054419045073
2022-02-06,10.549923299648865
2022-02-07,10.27222314214689
2022-02-08,10.26760959043552
2022-02-09,10.33159588269013
2022-02-10,10.31331856130632
2022-02-11,10.275469850572746
2022-02-12,10.397284495124584
2022-02-13,10.53423547298252
2022-02-14,10.404545274053827
2022-02-15,10.418339766847085
2022-02-16,10.291765312519429
2022-02-17,10.419213614218341
2022-02-18,10.358693284008133
2022-02-19,10.206838033961798
2022-02-20,10.683939705651497
2022-02-21,10.623738670003377
2022-02-22,10.479194708985975
2022-02-23,10.506256393958392
2022-02-24,10.468154511427175
2022-02-25,10.498905842413103
2022-02-26,10.396667430423049
2022-02-27,10.639382948521986
2022-02-28,10.780799131950822
2022-03-01,10.775833756632606
2022-03-02,10.390547878145641
2022-03-03,10.332714847204667
2022-03-04,10.239452953834805
2022-03-05,10.388429180068897
2022-03-06,10.852065267251179
2022-03-07,10.978069682498502
2022-03-08,10.66131826563536
2022-03-09,10.654657011683621
2022-03-10,10.4555892297259
2022-03-11,10.348484513424602
2022-03-12,10.660980286385223
2022-03-13,10.998856774440032
2022-03-14,10.806271700026437
2022-03-15,10.942868482426908
2022-03-16,10.146251158485065
2022-03-17,10.558742505998667
2022-03-18,10.491444346649287
2022-03-19,10.594070495913765
2022-03-20,10.813076530931427
2022-03-21,10.543676787487062
2022-03-22,10.704388279533742
2022-03-23,10.620943060152769
2022-03-24,10.684296417920367
2022-03-25,10.426789972248885
2022-03-26,10.542775220961905
2022-03-27,10.748157672307046
2022-03-28,11.002209416846707
2022-03-29,10.80871417481114
2022-03-30,10.508947674845007
2022-03-31,10.559608960564628
2022-04-01,10.538067897754885
2022-04-02,10.827289523905293
2022-04-03,10.735023365310104
2022-04-04,10.831625603220647
2022-04-05,10.715426281796118
2022-04-06,10.382690381114468
2022-04-07,10.539807784034018
2022-04-08,10.57440079572024
2022-04-09,10.693462045909316
2022-04-10,10.814812499876698
2022-04-11,10.677106824339097
2022-04-12,10.718753073579503
2022-04-13,10.55738956155855
2022-04-14,10.380601212228326
2022-04-15,10.51557915229996
2022-04-16,10.75681140658318
2022-04-17,11.13541955673352
2022-04-18,10.917075965929508
2022-04-19,10.820948751448983
2022-04-20,10.597089639840483
2022-04-21,10.211584678488753
2022-04-22,10.533254855167305
2022-04-23,10.701705500723344
2022-04-24,11.217457631572497
2022-04-25,10.85653272488345
2022-04-26,10.821069573315771
2022-04-27,10.595600804387034
2022-04-28,10.315685808381906
2022-04-29,10.699285254828926
2022-04-30,10.79514047881766
2022-05-01,10.955362516765135
2022-05-02,10.736779492619634
2022-05-03,10.973129443855795
2022-05-04,10.376482847052495
2022-05-05,10.564057425679541
2022-05-06,10.840568504395137
2022-05-07,10.517014219853522
2022-05-08,10.73412212796565
2022-05-09,10.869618659350687
2022-05-10,10.66780619609968
2022-05-11,10.33392202055987
2022-05-12,10.465228250188032
2022-05-13,10.330733841664538
2022-05-14,10.713887696791733
2022-05-15,10.657593114902026
2022-05-16,11.06279799164824
2022-05-17,10.600684692617287
2022-05-18,10.492277302534447
2022-05-19,10.550268051223524
2022-05-20,10.27799013058653
2022-05-21,10.648764184961244
2022-05-22,10.962642997734939
2022-05-23,10.559531357454429
2022-05-24,10.715507872095543
2022-05-25,10.548516277861573
2022-05-26,10.513781781864967
2022-05-27,10.244679140490828
2022-05-28,10.383526488393347
2022-05-29,10.811174344450324
2022-05-30,10.81088891985564
2022-05-31,10.690464244799116
2022-06-01,10.525983238727628
2022-06-02,10.258406069216514
2022-06-03,10.428395330801699
2022-06-04,10.588340475637942
2022-06-05,10.587979271826777
2022-06-06,11.007935835091613
2022-06-07,10.685188727555245
2022-06-08,10.256054604939607
2022-06-09,10.419153353241166
2022-06-10,10.207157874834566
2022-06-11,10.62180349680282
2022-06-12,10.827857043936852
2022-06-13,10.563493848584455
2022-06-14,10.716753977574635
2022-06-15,10.454424799898826
2022-06-16,10.401377272903769
2022-06-17,10.594934164806515
2022-06-18,10.423661686876452
2022-06-19,10.497427333844517
2022-06-20,10.509297075515901
2022-06-21,10.405729176518783
2022-06-22,10.336537889560061
2022-06-23,10.28459613711473
2022-06-24,10.307050890141161
2022-06-25,10.539473825283778
2022-06-26,10.567176337568263
2022-06-27,10.815322044950562
2022-06-28,10.442816872799627
2022-06-29,10.710407816842093
2022-06-30,10.281435028615372
2022-07-01,10.091035219164056
2022-07-02,10.208741779172591
2022-07-03,10.591511726681032
2022-07-04,10.517640601014872
2022-07-05,10.54345462616568
2022-07-06,10.327196111198132
2022-07-07,10.130495292457725
2022-07-08,10.046448978948437
2022-07-09,10.096050031972666
2022-07-10,10.406125145264214
2022-07-11,10.63365918987898
2022-07-12,10.422603537145546
2022-07-13,10.023597860776176
2022-07-14,10.121775946417483
2022-07-15,10.185793432674627
2022-07-16,10.145392498959069
2022-07-17,10.451038911936804
2022-07-18,10.469009690947686
2022-07-19,10.174341633449528
2022-07-20,10.219660545335332
2022-07-21,10.13570361239712
2022-07-22,10.246511226421639
2022-07-23,10.392386870807043
2022-07-24,10.17797998475583
2022-07-25,10.276576637105286
2022-07-26,10.380353119624301
2022-07-27,10.2007264021362
2022-07-28,10.086881241518205
2022-07-29,10.620390065598343
2022-07-30,10.278782033588305
2022-07-31,10.514218547016881
2022-08-01,10.520041586140856
2022-08-02,10.360951134175117
2022-08-03,10.036982364825786
2022-08-04,10.08456913645966
2022-08-05,9.888157301484043
2022-08-06,10.1197429902726
2022-08-07,10.233728428667886
2022-08-08,10.35241883344064
2022-08-09,10.574199787064716
2022-08-10,9.76851856013785
2022-08-11,10.038590097865647
2022-08-12,9.72770726872577
2022-08-13,10.050630158968119
2022-08-14,10.43666445810822
2022-08-15,10.317217343807567
2022-08-16,10.033439413029418
2022-08-17,9.910088992047987
2022-08-18,10.007056405262505
2022-08-19,9.830227970885614
2022-08-20,10.124772656639333
2022-08-21,10.251769945779703
2022-08-22,10.182188505100918
2022-08-23,10.489799198437007
2022-08-24,10.08634419718273
2022-08-25,9.575994364981694
2022-08-26,9.943188982167634
2022-08-27,9.969274038201698
2022-08-28,10.349848754476353
2022-08-29,10.138922409909984
2022-08-30,10.12970215208884
2022-08-31,10.046552983138827
2022-09-01,9.990031288487728
2022-09-02,9.716442281313743
2022-09-03,10.000506067543354
2022-09-04,10.133763968277963
2022-09-05,10.143715079062083
2022-09-06,10.396545533150586
2022-09-07,10.017276398638238
2022-09-08,9.657677506066207
2022-09-09,10.021734059082258
2022-09-10,10.35750646356776
2022-09-11,10.349318636908782
2022-09-12,10.004200620493531
2022-09-13,10.050439492271632
2022-09-14,10.13887527844606
2022-09-15,9.733937820006982
2022-09-16,9.944880630370251
2022-09-17,10.15061174311553
2022-09-18,10.051629083415017
2022-09-19,10.220388584988703
2022-09-20,9.635092209942684
2022-09-21,9.794389275552883
2022-09-22,9.802417317708686
2022-09-23,9.692364103714592
2022-09-24,10.281515540508968
2022-09-25,9.979401483031664
2022-09-26,10.167584756627154
2022-09-27,10.146190322507065
2022-09-28,10.170560799181352
2022-09-29,9.632273332846522
2022-09-30,10.062385957783649
2022-10-01,10.04759997997201
2022-10-02,10.057140287824067
2022-10-03,10.314384618690804
2022-10-04,10.168950376732536
2022-10-05,9.877884419560687
2022-10-06,9.87270520642271
2022-10-07,9.845731514125964
2022-10-08,10.079744223302368
2022-10-09,10.321371444704505
2022-10-10,10.501689444840542
2022-10-11,9.973168093181965
2022-10-12,10.308650422464178
2022-10-13,9.591227652541937
2022-10-14,9.903591871960954
2022-10-15,10.174817825553973
2022-10-16,10.28907387141317
2022-10-17,10.196271649263227
2022-10-18,10.154524624020851
2022-10-19,9.942656890316009
2022-10-20,9.824552677187949
2022-10-21,10.083717058986352
2022-10-22,10.171035505522196
2022-10-23,10.174892415028731
2022-10-24,10.45750584862345
2022-10-25,10.265707117140474
2022-10-26,10.173379633513564
2022-10-27,10.043212892065924
2022-10-28,9.86870010344
2022-10-29,10.071183334058453
2022-10-30,10.429597878070314
2022-10-31,10.453736763906466
2022-11-01,10.257025100500153
2022-11-02,10.110522511547742
2022-11-03,10.182808196558442
2022-11-04,9.947611950187717
2022-11-05,10.28147313788092
2022-11-06,10.332263781150719
2022-11-07,10.375499486729481
2022-11-08,10.47181945135464
2022-11-09,10.264440862552103
2022-11-10,10.16174236207984
2022-11-11,10.28156915630615
2022-11-12,10.25279053056671
2022-11-13,10.515938073761756
2022-11-14,10.413474163795778
2022-11-15,10.4082892433947
2022-11-16,10.17455573538679
2022-11-17,10.108489837610195
2022-11-18,10.230009254989138
2022-11-19,10.182646928419498
2022-11-20,10.783982655084996
2022-11-21,10.366317794458011
2022-11-22,10.235456226318025
2022-11-23,10.42641505889629
2022-11-24,10.27199888375852
2022-11-25,10.294337105334739
2022-11-26,10.460276076460794
2022-11-27,10.529578751760184
2022-11-28,10.444556440475466
2022-11-29,10.491498205500758
2022-11-30,10.214271619044398
2022-12-01,10.363254788420566
2022-12-02,10.2429730570576
2022-12-03,10.307072496532946
2022-12-04,10.548625957806935
2022-12-05,10.70703240566127
2022-12-06,10.462031582850631
2022-12-07,10.259474688543694
2022-12-08,10.320985238077046
2022-12-09,10.369689618400102
2022-12-10,10.4232202549878
2022-12-11,10.594978342868426
2022-12-12,10.749119815917492
2022-12-13,10.399000295098963
2022-12-14,10.24169744538688
2022-12-15,10.247044795900234
2022-12-16,10.371660158248135
2022-12-17,10.616967001851988
2022-12-18,10.958326306744736
2022-12-19,10.914652721792663
2022-12-20,10.664199215505818
2022-12-21,10.522210068371532
2022-12-22,10.276928715965825
2022-12-23,10.473630845627119
2022-12-24,10.599979170318004
2022-12-25,10.85857682812442
2022-12-26,10.735246875075337
2022-12-27,10.839583722824518
2022-12-28,10.82861149502136
2022-12-29,10.484761016842423
2022-12-30,10.61054256673297
2022-12-31,10.82077091238625
2023-01-01,10.824032929359245
2023-01-02,10.967050184682636
2023-01-03,10.837715455366906
2023-01-04,10.687519178344381
2023-01-05,10.459295128538995
2023-01-06,10.628120537346827
2023-01-07,10.866076104109704
2023-01-08,11.175965639547597
2023-01-09,11.151338307927192
2023-01-10,11.232730850516468
2023-01-11,10.631590297475817
2023-01-12,10.7797994385974
2023-01-13,10.725512470070552
2023-01-14,11.193258742556797
2023-01-15,10.910288500926233
2023-01-16,10.954538226422189
2023-01-17,10.892685603696297
2023-01-18,10.500723879769902
2023-01-19,10.642461338868552
2023-01-20,10.6562546879486
2023-01-21,10.95918376076258
2023-01-22,11.154338887839875
2023-01-23,11.433153206225404
2023-01-24,11.196061048087822
2023-01-25,10.803330717662476
2023-01-26,10.656758738332023
2023-01-27,10.913730499736236
2023-01-28,10.80801292102651
2023-01-29,11.446806287480483
2023-01-30,11.397228072490527
2023-01-31,11.051261939069752
2023-02-01,10.70057722052193
2023-02-02,11.06180736326984
2023-02-03,10.889475905186535
2023-02-04,11.257927697696193
2023-02-05,10.998608314465692
2023-02-06,11.195553139063458
2023-02-07,11.187019392088823
2023-02-08,11.028621279575953
2023-02-09,10.85466091369664
2023-02-10,11.062931404405555
2023-02-11,10.974347569754482
2023-02-12,11.278025000850098
2023-02-13,11.36447318623323
2023-02-14,11.323714200845684
2023-02-15,11.187964344953196
2023-02-16,10.81244121953958
2023-02-17,10.79765915760868
2023-02-18,11.383706994974945
2023-02-19,11.406073440254907
2023-02-20,11.29026717482238
2023-02-21,11.534586923454128
2023-02-22,11.153181256540785
2023-02-23,11.21187023930477
2023-02-24,11.090960575290298
2023-02-25,11.553431014309458
